Arthur             	1265	1045	3888	3937	3938	1539	Three Kings 	Lost in Translation 	Holy Motors 	Joe 	Wanderlust 
Drillbit Taylor 	1266	4048	4796	3152	2697	4386	Antiviral 	Quinceañera 	One Direction: This Is Us 	The Man with the Iron Fists 	Yes 
A Million Ways to Die in the West 	1267	3245	4200	4697	3146	4901	White Noise 2: The Light 	Fuel 	Naturally Native 	Tremors 	Middle of Nowhere 
The Shadow 	1268	3998	3880	2058	382	4444	She's the One 	High School Musical 	Her 	Spy Game 	Growing Up Smith 
Extremely Loud & Incredibly Close 	1269	4494	4721	3008	149	511	But I'm a Cheerleader 	Love Letters 	Cypher 	Die Another Day 	Cloudy with a Chance of Meatballs 2 
Morning Glory 	1270	2991	431	2460	136	3579	Charlie Bartlett 	Cats & Dogs: The Revenge of Kitty Galore 	The White Ribbon 	The Wolfman 	Gomorrah             
Get Rich or Die Tryin' 	1271	238	1671	2090	910	1745	Monsters, Inc. 	Dumb and Dumberer: When Harry Met Lloyd 	The Net 	Lucky You 	Seed of Chucky 
The Art of War 	1272	3171	833	541	1852	4986	Over Her Dead Body 	Anger Management             	Shark Tale 	Brothers 	Gabriela 
Rent 	1273	3694	4204	2404	4307	3286	Somewhere in Time 	8: The Mormon Proposition 	My Big Fat Greek Wedding 2 	The Lost Medallion: The Adventures of Billy Stone 	Child's Play 
Bless the Child 	1274	599	2460	3424	3493	3915	Olympus Has Fallen 	The White Ribbon 	The Death and Life of Bobby Z 	Skyfall 	My Soul to Take 
The Out-of-Towners 	1275	2908	2882	1226	3956	1516	Oscar and Lucinda 	Brothers 	Get Him to the Greek 	Nothing 	Stolen 
The Island of Dr. Moreau 	1276	1556	4150	2588	4632	5001	1941 	The Omen 	Enter the Void 	Charly 	The Last Waltz 
The Musketeer 	1277	4214	3441	2036	3158	405	Idiocracy 	Shopgirl 	Muppets from Space 	The Gift 	Safe House 
The Other Boleyn Girl 	1278	800	2770	534	1981	1313	Winter's Tale 	My Bloody Valentine 	Now You See Me 	Stop-Loss 	Just Visiting 
Sweet November 	1279	912	2569	5030	2813	123	Zero Dark Thirty 	Remember Me 	On the Downlow 	Amen. 	X-Men Origins: Wolverine 
The Reaping 	1280	1700	3029	4525	699	3852	Wing Commander 	The Fighter 	The Vatican Exorcisms 	Clear and Present Danger 	Salvador 
Mean Streets 	1281	528	2435	3520	4384	355	The Rock 	Steve Jobs 	Mother and Child 	My Summer of Love 	Rush Hour 2 
Renaissance Man 	1282	3747	1523	3326	441	3179	Lone Wolf McQuade 	Reds 	Beneath Hill 60 	Batman Returns 	The Straight Story 
Colombiana 	1283	2490	4001	3514	1772	4924	Sideways 	Day of the Dead 	Auto Focus 	Kick-Ass 	Butterfly Girl 
The Magic Sword: Quest for Camelot 	1284	4144	4111	1218	4355	97	Central Station 	Fish Tank 	Big Momma's House 2 	Brotherly Love 	Inception 
City by the Sea 	1285	1098	3689	1936	1736	880	Tin Cup 	A Room for Romeo Brass 	Dance Flick 	12 Monkeys             	The Phantom of the Opera 
At First Sight 	1286	3307	319	4529	2504	1286	Hamlet 2 	Son of the Mask 	Silent Running 	McFarland, USA 	At First Sight 
Torque 	1287	2877	1832	146	2024	2368	Resurrecting the Champ 	Paul Blart: Mall Cop 	Mr. Peabody & Sherman 	The Whole Nine Yards 	Just Married 
City Hall 	1288	4954	3235	137	3149	1030	The Work and the Story 	The Open Road 	The Legend of Tarzan 	The Corruptor 	The Big Bounce 
Showgirls 	1289	3725	524	4565	4023	3227	Mommie Dearest 	Madagascar 	The Full Monty 	High Anxiety 	Severance 
Marie Antoinette 	1290	4726	1205	3674	3997	3608	Open Water 	42 	Ghost World 	I Got the Hook Up 	Halloween 5 
Kiss of Death 	1291	3503	4000	523	4618	1076	Bride & Prejudice 	The Secret in Their Eyes 	The Lost World: Jurassic Park 	ZMD: Zombies of Mass Destruction 	Miss Congeniality 
Get Carter 	1292	4145	292	214	4278	72	Pocketful of Miracles 	The Taking of Pelham 1 2 3 	Total Recall 	Captive 	The Mummy: Tomb of the Dragon Emperor 
The Impossible 	1293	1465	3205	2400	4437	2292	Hoffa 	Nicholas Nickleby 	The Family Stone 	The Lords of Salem 	Death at a Funeral 
Ishtar 	1294	3135	265	3491	430	180	A Prairie Home Companion 	Real Steel 	Dope 	Creepshow 	Turbo 
Fantastic Mr. Fox 	1295	4187	526	4029	2918	3099	Kevin Hart: Let Me Explain 	X-Men 	City of God 	American Pie 	Madea's Family Reunion 
Life or Something Like It 	1296	2005	3220	4635	249	3813	Bad Lieutenant: Port of Call New Orleans 	The Swindle 	Ask Me Anything 	Fantastic Four 	Born of War 
Memoirs of an Invisible Man 	1297	2342	239	3706	4502	4710	The Doombolt Chase             	The Wolverine 	Paranormal Activity 4 	Pink Ribbons, Inc. 	Mercy Streets 
Amélie 	1298	2347	1023	2400	1828	1787	Shattered 	Defiance             	The Family Stone 	Mindhunters 	Ghosts of Mars 
New York Minute 	1299	3160	687	1855	1600	4803	Get Over It 	Lucky Numbers 	Original Sin 	Se7en 	Home Movies             
Alfie 	1300	1392	253	417	2448	4726	The Rite 	The Patriot 	Memoirs of a Geisha 	The Last Station 	Open Water 
Big Miracle 	1301	4794	2627	2848	539	2622	Dogtown and Z-Boys 	When a Stranger Calls 	The Shallows 	Vertical Limit 	The Queen 
The Deep End of the Ocean 	1302	1458	3813	2352	1935	1820	Blast from the Past 	Born of War 	Survivor 	The Sitter 	The Newton Boys 
Feardotcom 	1303	4294	3985	3986	4113	4803	The Virginity Hit 	Airplane! 	Chain of Command 	Creature             	Home Movies             
Cirque du Freak: The Vampire's Assistant 	1304	1819	1401	2655	1837	4270	Return to Oz 	There Be Dragons 	The Object of My Affection 	Kindergarten Cop 	Winter's Bone 
Victor Frankenstein 	1305	3120	4657	4195	4518	1905	Dogma 	American Hero 	Robot & Frank 	From a Whisper to a Scream 	Nanny McPhee 
Duplex 	1306	1371	3568	2506	2578	1822	Burn After Reading 	The Work and the Glory II: American Zion 	ATL 	Detroit Rock City 	Suspect Zero 
Soul Men 	1307	2586	1043	3243	2604	243	Welcome to the Sticks 	Panic Room 	The Reef 	Top Gun 	Windtalkers 
Raise the Titanic 	1308	1695	2423	2533	4773	2550	The Cave 	Observe and Report 	The Illusionist 	Alleluia! The Devil's Carnival 	The Master of Disguise 
Universal Soldier: The Return 	1309	3518	3288	32	4857	1277	The Mighty Macs 	The Purge: Anarchy 	Iron Man 3 	Chuck & Buck 	The Musketeer 
Pandorum 	1310	3692	2147	814	4730	1814	Saint Ralph 	Tinker Tailor Soldier Spy 	American Sniper 	The Station Agent 	Anonymous 
Impostor 	1311	125	2300	1591	3841	76	Frozen 	Inherent Vice 	Extraordinary Measures 	Police Academy 	Waterworld 
Extreme Ops 	1312	1054	2518	654	145	3720	Out of Sight 	Superman IV: The Quest for Peace 	The Matrix 	Pan 	The Way Way Back 
Just Visiting 	1313	4407	4761	2103	299	3852	Kissing Jessica Stein 	Everything Put Together 	Summer of Sam 	The Expendables 2 	Salvador 
Sunshine 	1314	2027	2420	1216	1395	59	The Fisher King 	The Fog 	Shallow Hal 	Space Chimps 	Rush Hour 3 
A Thousand Words 	1315	4626	1496	3520	1924	1929	The Pet 	The Walk 	Mother and Child 	Cradle 2 the Grave 	Blood Ties 
Delgo 	1316	2087	3389	3787	1725	1067	The Animal 	Easy A 	Bottle Rocket 	Wild Card 	Star Trek: First Contact 
The Gunman 	1317	2989	2214	375	2821	664	The Pursuit of D.B. Cooper 	Ghost Ship 	Contact 	Clueless 	Space Cowboys 
Alex Rider: Operation Stormbreaker 	1318	326	4224	3452	1413	4062	Gangs of New York 	The Brave Little Toaster 	Crash 	Trainwreck 	Beneath the Planet of the Apes 
Disturbia 	1319	3916	2730	126	86	2839	The Orphanage 	Crazy in Alabama 	The Matrix Reloaded 	Captain America: The Winter Soldier 	A Nightmare on Elm Street 4: The Dream Master 
Hackers 	1320	3162	4004	696	2335	4119	Drop Dead Gorgeous 	Pootie Tang 	Astro Boy 	The Game of Their Lives 	The Grand             
The Hunting Party 	1321	3604	2149	2672	3395	3827	War & Peace             	The Beaver 	Tuck Everlasting 	Woman on Top 	Driving Lessons 
The Hudsucker Proxy 	1322	3758	2850	2080	2351	3569	Saved! 	Snow Day 	The Water Diviner 	Hands of Stone 	The East 
The Warlords 	1323	1571	3956	4826	647	963	Apocalypse Now 	Nothing 	Tupac: Resurrection 	The Last Legion 	Curious George 
Nomad: The Warrior 	1324	1799	3973	4111	4442	1100	A Passage to India 	Down for Life 	Fish Tank 	Closer to the Moon 	Kicking & Screaming 
Snowpiercer 	1325	1011	661	4929	4504	4775	The Life of David Gale 	The Mask of Zorro 	Perfect Cowboy 	Q 	Rodeo Girl 
A Monster in Paris 	1326	2645	1025	1473	438	2240	Halloween II 	Jade 	Broken City 	Mission: Impossible 	Vampires 
The Last Shot 	1327	1254	4276	2136	2365	2428	Paul 	Ghost Dog: The Way of the Samurai 	Hardball 	I Can Do Bad All by Myself 	Fame 
The Crow 	1328	534	565	1219	1377	687	Now You See Me 	Snake Eyes 	The Mexican 	Dolphin Tale 	Lucky Numbers 
Baahubali: The Beginning 	1329	4157	3979	2865	2627	1829	The Wizard of Oz 	The Good Heart 	Woo 	When a Stranger Calls 	What Just Happened 
The Time Traveler's Wife 	1330	2835	1684	25	2682	3132	Black Swan 	Assault on Precinct 13 	King Kong 	Killing Them Softly 	Sparkle 
Because I Said So 	1331	4879	3842	4767	273	4520	Butterfly 	The Blue Lagoon 	America Is Still the Place 	The Cat in the Hat 	Dracula: Pages from a Virgin's Diary 
The Fast and the Furious 	1332	360	4139	197	3234	115	Charlie's Angels 	AWOL-72 	After Earth 	An Alan Smithee Film: Burn Hollywood Burn 	Harry Potter and the Goblet of Fire 
Frankenweenie 	1333	3296	3211	1449	378	491	Henry V 	The Joneses 	From Hell 	Percy Jackson: Sea of Monsters 	Surrogates 
Serenity 	1334	3673	4395	3492	172	3593	High Plains Drifter 	The Bubble 	In Too Deep 	The World Is Not Enough 	A Nightmare on Elm Street 5: The Dream Child 
Against the Ropes 	1335	28	1901	4958	2628	3945	Battleship 	Hide and Seek 	Over the Hill to the Poorhouse 	Big Fat Liar 	An Everlasting Piece 
Superman III 	1336	3204	3351	3940	1382	4515	Gun Shy 	The Karate Kid 	Prison 	Obitaemyy ostrov 	Waiting... 
Grudge Match 	1337	1945	2780	278	4040	1239	He Got Game 	Superstar 	The Martian 	Rosemary's Baby 	Legal Eagles 
Red Cliff 	1338	1710	4610	4004	729	396	Trapped             	Loving Annabelle 	Pootie Tang 	Cheaper by the Dozen 2 	Cast Away 
Sweet Home Alabama 	1339	4506	2131	4449	2819	1635	Grand Theft Parsons 	To Rome with Love 	Snow White and the Seven Dwarfs 	Brokeback Mountain 	The Curse of the Were-Rabbit 
The Ugly Truth 	1340	3169	4293	340	2638	4946	Movie 43 	Clockwatchers 	The Lord of the Rings: The Two Towers 	End of Watch 	The Blood of My Brother 
Sgt. Bilko 	1341	3633	2736	396	4177	3513	Morvern Callar 	Things to Do in Denver When You're Dead 	Cast Away 	Timber Falls 	A Dog of Flanders 
Spy Kids 2: Island of Lost Dreams 	1342	3408	4801	3035	476	3221	The Secret of Kells 	Love in the Time of Monsters 	St. Trinian's 	The Manchurian Candidate 	Rosewater 
Star Trek: Generations 	1343	518	2348	4630	4008	691	The Adventures of Rocky & Bullwinkle 	Zambezia 	A Fine Step 	Ira & Abby 	Sin City: A Dame to Kill For 
The Grandmaster 	1344	4697	3184	971	4081	806	Naturally Native 	Black or White 	The Book of Life 	Phat Girlz 	The Spirit 
Water for Elephants 	1345	3734	1496	383	2770	4816	The Egyptian 	The Walk 	Mission to Mars 	My Bloody Valentine 	Murderball 
3rd Rock from the Sun             	1346	4920	1306	1338	3724	643	Archaeology of a Woman 	Duplex 	Red Cliff 	The Apostle 	Abraham Lincoln: Vampire Hunter 
Dragon Nest: Warriors' Dawn 	1347	1022	2832	2105	1273	3620	Fair Game 	Good Morning, Vietnam 	The Island 	Rent 	Miss March 
The Hurricane 	1348	1466	1444	1501	810	2881	The X Files: I Want to Believe 	Hit the Floor             	Blood In, Blood Out 	Xi you ji zhi: Sun Wukong san da Baigu Jing 	Faithful 
Enough 	1349	4652	2727	97	1464	4656	1982 	The Company             	Inception 	Nanny McPhee Returns 	London to Brighton 
Heartbreakers 	1350	4181	2753	3516	1388	4214	2016: Obama's America 	Shinjuku Incident 	We Need to Talk About Kevin 	A Man Apart 	Idiocracy 
Paul Blart: Mall Cop 2 	1351	1514	4275	2602	4887	4894	The Fountain 	We Are Your Friends 	3 Men and a Baby 	Along the Roadside 	20,000 Leagues Under the Sea 
Angel Eyes 	1352	3450	1959	4168	4168	436	Code 46 	The Box 	Blazing Saddles 	Blazing Saddles 	Bruce Almighty 
Joe Somebody 	1353	1321	1848	3125	1572	2933	The Hunting Party 	Pain & Gain 	Swimfan 	Going the Distance 	Yentl 
The Ninth Gate 	1354	1066	416	3087	2462	3931	Insomnia 	Last Action Hero 	For Greater Glory: The True Story of Cristiada 	The Wraith 	Samsara 
Extreme Measures 	1355	3992	173	1277	1748	2547	In Cold Blood 	Master and Commander: The Far Side of the World 	The Musketeer 	Straight Outta Compton 	Moonrise Kingdom 
Rock Star 	1356	2656	992	4321	445	4541	28 Weeks Later 	Ninja Assassin 	Stitches 	Deep Impact 	Cry_Wolf 
Precious 	1357	1946	1898	2577	3233	2736	Don Juan DeMarco 	Finding Neverland 	Hollywood Ending 	Elsa & Fred 	Things to Do in Denver When You're Dead 
White Squall 	1358	4351	4948	4323	658	671	ABCD (Any Body Can Dance) 	Romantic Schemer 	To Be Frank, Sinatra at 100 	Les Misérables 	Eyes Wide Shut 
The Thing 	1359	1130	4334	4703	2003	781	Bangkok Dangerous 	All Is Bright 	After 	Me and Orson Welles 	Edge of Darkness 
Riddick 	1360	1183	3893	4554	4088	3290	The Big Year 	Maggie 	Food, Inc. 	Water 	Harold & Kumar Go to White Castle 
Switchback 	1361	1904	3442	4053	1208	763	Agent Cody Banks 	The Hotel New Hampshire 	Waking Ned Devine 	Eight Below 	Alien: Resurrection 
Texas Rangers 	1362	1057	1945	260	1225	3791	Dick Tracy 	He Got Game 	The A-Team             	Behind Enemy Lines 	Out of the Blue 
City of Ember 	1363	1597	468	3225	1043	4933	Ace Ventura: When Nature Calls 	The Day the Earth Stood Still 	High Heels and Low Lifes 	Panic Room 	The Horse Boy 
The Master 	1364	525	3203	2156	2186	2922	Children of Men 	Spider 	Beverly Hills Cop II 	Boogeyman 	Barbershop 
Virgin Territory 	1365	165	263	3339	4737	4850	Watchmen 	Home on the Range 	The DUFF 	Groove 	Some Guy Who Kills People 
The Express 	1366	3912	3522	26	1007	1628	The Misfits 	Les visiteurs 	Titanic 	Twisted             	The Nut Job 
The 5th Wave 	1367	2877	1559	4173	2093	789	Resurrecting the Champ 	Transporter 2 	The Astronaut's Wife 	Underworld 	Garfield 2 
Creed 	1368	5022	3008	2261	3287	1905	Stories of Our Lives 	Cypher 	Paparazzi 	Sicko 	Nanny McPhee 
The Town 	1369	3475	2811	1869	209	4491	Jumping the Broom 	Mr. Turner 	Gran Torino 	Rio 2 	You Can Count on Me 
What to Expect When You're Expecting 	1370	1783	1609	1268	38	3369	Just My Luck 	Rugrats in Paris: The Movie 	The Shadow 	Oz the Great and Powerful 	Shutter 
Burn After Reading 	1371	4928	2609	812	2617	1419	Sweet Sweetback's Baadasssss Song 	Scream: The TV Series             	Deadpool 	Diary of a Wimpy Kid 	Species 
Nim's Island 	1372	2730	689	3792	4442	2950	Crazy in Alabama 	Oliver Twist 	Tucker and Dale vs Evil 	Closer to the Moon 	Prophecy 
Rush 	1373	262	380	2940	770	4372	The Smurfs 	Now You See Me 2 	The Eye 	Gangster Squad 	A Beginner's Guide to Snuff 
Magnolia 	1374	4365	842	3528	4538	4265	Vaalu 	Hitch 	Gerry 	Chernobyl Diaries 	American Splendor 
Cop Out 	1375	2154	3162	376	1002	2616	Close Encounters of the Third Kind 	Drop Dead Gorgeous 	Hollow Man 	The Host 	Coal Miner's Daughter 
How to Be Single 	1376	3142	1090	3872	36	3095	Kit Kittredge: An American Girl 	Coach Carter 	Falcon Rising 	Transformers: Revenge of the Fallen 	She's All That 
Dolphin Tale 	1377	489	3038	4237	2395	4931	Evolution 	Dead Man Walking 	Jack Brooks: Monster Slayer 	Legally Blonde 	Once 
Twilight 	1378	373	4422	1723	3421	2376	A.I. Artificial Intelligence 	Unsullied 	1911 	Dear Wendy 	The Book Thief 
John Q 	1379	1163	1341	4921	4557	919	The Mirror Has Two Faces 	Sgt. Bilko 	Children of Heaven 	Juno 	Man on the Moon 
Blue Streak 	1380	926	2979	2836	4982	4359	The Twilight Saga: New Moon 	Fortress 	RoboCop 	Supporting Characters 	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb 
We're the Millers 	1381	195	3398	350	820	1046	Harry Potter and the Prisoner of Azkaban 	Anomalisa 	Cutthroat Island 	Leatherheads 	Child 44 
Obitaemyy ostrov 	1382	836	762	4455	1249	4697	Forrest Gump 	London Has Fallen 	The Blue Room 	Medicine Man 	Naturally Native 
Breakdown 	1383	1909	1307	194	4260	1598	Contraband 	Soul Men 	The Adventures of Tintin 	Courageous 	The Princess Diaries 
Never Say Never Again 	1384	58	4039	1787	4225	1695	WALL·E 	The Class 	Ghosts of Mars 	Fantasia 	The Cave 
Hot Tub Time Machine 	1385	1228	1239	482	4810	2556	Small Soldiers 	Legal Eagles 	Mighty Joe Young 	Intolerance: Love's Struggle Throughout the Ages 	Joe Dirt 
Dolphin Tale 2 	1386	2825	4748	3306	857	3045	Quills 	The Other Dream Team 	Trust the Man 	Stargate SG-1             	F.I.S.T. 
Reindeer Games 	1387	1019	216	730	2165	2566	Mad City 	The Bourne Legacy 	The Scorch Trials 	Tammy 	Drowning Mona 
A Man Apart 	1388	1786	1274	1743	2930	2464	A Simple Wish 	Bless the Child 	Cry Freedom 	Jackie Brown 	Metallica Through the Never 
Aloha 	1389	2823	1144	427	4077	2839	Hot Tub Time Machine 2 	Heaven's Gate 	Scooby-Doo 	Judgment at Nuremberg 	A Nightmare on Elm Street 4: The Dream Master 
Ghosts of Mississippi 	1390	832	2192	4590	812	860	Captain Corelli's Mandolin 	Epic Movie 	Antarctica: A Year on Ice 	Deadpool 	Death Becomes Her 
Snow Falling on Cedars 	1391	842	1380	1738	3509	2405	Hitch 	Blue Streak 	The Borrowers 	Dark Angel             	Diary of a Wimpy Kid: Rodrick Rules 
The Rite 	1392	2159	3618	2766	1986	5013	Wayne's World 	The Virgin Suicides 	Crocodile Dundee II 	Straw Dogs 	Manito 
Gattaca 	1393	4861	1330	2487	1355	121	Love and Other Catastrophes 	The Time Traveler's Wife 	My Fair Lady 	Extreme Measures 	Madagascar: Escape 2 Africa 
Isn't She Great 	1394	1687	988	1084	4971	2973	Eight Legged Freaks 	On Deadly Ground 	Prisoners 	The Last House on the Left 	About Time 
Space Chimps 	1395	1686	624	4784	4133	4582	Fled 	Legends of Oz: Dorothy's Return 	Poultrygeist: Night of the Chicken Dead 	30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo 	I Origins 
Head of State 	1396	1889	2671	3313	2800	4102	Legally Blonde 2: Red, White & Blonde 	Urban Legends: Final Cut 	Barbecue 	Head Over Heels 	Happiness 
The Hangover 	1397	4626	4807	3995	4593	3099	The Pet 	Fabled 	Frenzy 	Chocolate: Deep Dark Secrets 	Madea's Family Reunion 
Ip Man 3 	1398	3252	327	4532	2569	105	The Devil's Tomb 	The Flowers of War 	The Fog 	Remember Me 	Poseidon 
Austin Powers: The Spy Who Shagged Me 	1399	37	2096	1869	4203	79	Transformers: Age of Extinction 	Shadowlands 	Gran Torino 	Eye of the Dolphin 	The Jungle Book 
Batman 	1400	2999	2667	2106	245	3992	Brother 	Boogie Nights 	The Glass House 	Teenage Mutant Ninja Turtles 	In Cold Blood 
There Be Dragons 	1401	36	566	1593	3021	4032	Transformers: Revenge of the Fallen 	Sphere 	The Hunt for Red October 	The Cry of the Owl 	The Dead Girl 
Lethal Weapon 3 	1402	4248	310	2009	3829	610	The Toxic Avenger Part II 	Starship Troopers 	The True Story of Puss'N Boots 	The Texas Chainsaw Massacre 2 	Stardust 
The Blind Side 	1403	2413	3026	3224	3844	4380	Peggy Sue Got Married 	Doctor Zhivago 	Imaginary Heroes 	Fast Times at Ridgemont High 	Conquest of the Planet of the Apes 
Rush Hour             	1404	4930	3640	1237	557	1196	Tadpole 	Lucky Break 	The Living Daylights 	Hollywood Homicide 	The Conjuring 2 
Spy Kids 	1405	2654	3698	2643	402	1005	Confessions of a Teenage Drama Queen 	10 Cloverfield Lane 	Where the Heart Is 	Hotel Transylvania 	The International 
Horrible Bosses 	1406	3524	2786	3970	2086	1218	I Hope They Serve Beer in Hell 	Exorcist II: The Heretic 	Gone with the Wind 	The Bridges of Madison County 	Big Momma's House 2 
True Grit 	1407	1037	2489	4305	1877	5016	Pirate Radio 	Let's Be Cops 	Roadside Romeo 	Scooby-Doo 2: Monsters Unleashed 	Dutch Kills 
The Devil Wears Prada 	1408	2022	2765	3645	1881	3885	Jane Got a Gun 	Towering Inferno             	Men of War 	Jimmy Neutron: Boy Genius 	Porky's 
Star Trek: The Motion Picture 	1409	3757	2257	1728	3987	3056	Digimon: The Movie 	Fired Up             	The Color of Freedom 	Friday 	Army of Darkness 
Identity Thief 	1410	1121	2666	2018	1181	4574	The Producers 	The Remains of the Day 	Star Trek IV: The Voyage Home 	The Sixth Sense 	Orgazmo 
Cape Fear 	1411	784	1173	4997	2925	3085	Righteous Kill 	The Interview 	George Washington 	WarGames 	Housefull 
21 	1412	1797	1982	1	447	1692	My Sister's Keeper 	Abandon 	Pirates of the Caribbean: At World's End 	The Longest Yard 	Splice 
Trainwreck 	1413	559	1649	4618	2480	3870	Carriers 	Step Up 3D 	ZMD: Zombies of Mass Destruction 	Hotel Rwanda 	Airlift 
Guess Who 	1414	2301	810	376	1566	3642	Doogal 	Xi you ji zhi: Sun Wukong san da Baigu Jing 	Hollow Man 	The Incredible Burt Wonderstone 	Surfer, Dude 
The English Patient 	1415	4996	4416	4334	1189	2507	A True Story 	The Gatekeepers 	All Is Bright 	Lucy 	Pitch Perfect 
L.A. Confidential 	1416	3855	4221	1408	4110	3612	Saving Private Perez 	Show Boat 	The Devil Wears Prada 	Love's Abiding Joy 	200 Cigarettes 
Sky High 	1417	473	4633	4415	4317	69	Spirit: Stallion of the Cimarron 	Banshee Chapter 	Nine Queens 	Vampire Killers 	Iron Man 
In & Out 	1418	380	154	4919	2891	3183	Now You See Me 2 	Kung Fu Panda 3 	H. 	The Call 	Heartbeeps 
Species 	1419	543	4504	2612	1983	508	Life             	Q 	Tidal Wave 	Brokedown Palace 	A Beautiful Mind 
A Nightmare on Elm Street 	1420	2832	4658	3154	1980	2664	Good Morning, Vietnam 	Windsor Drive 	Hey Arnold! The Movie 	Gettysburg 	Match Point 
The Cell 	1421	4306	2313	493	542	471	This Thing of Ours 	Alone in the Dark 	Daylight 	Dreamgirls 	Six Days Seven Nights 
The Man in the Iron Mask 	1422	4720	4042	2525	1100	349	The Harvest/La Cosecha 	Adam 	Veronica Guerin 	Kicking & Screaming 	The Incredibles 
Secretariat 	1423	863	4170	4191	4206	2709	Mr. Popper's Penguins 	Ida 	Sur le seuil 	Anatomy 	The Importance of Being Earnest 
TMNT 	1424	1319	4339	3700	3313	4602	Disturbia 	The Legend of Hell's Gate: An American Conspiracy 	Lights Out 	Barbecue 	Creative Control 
Radio 	1425	487	4170	1666	4495	3646	The Brothers Grimm 	Ida 	What's the Worst That Could Happen? 	Home Run 	Don McKay 
Friends with Benefits 	1426	2146	1831	1112	2621	792	Moonlight Mile 	The Magic Flute 	Dune 	Bad Grandpa 	Sinbad: Legend of the Seven Seas 
Neighbors 2: Sorority Rising 	1427	2253	3139	4777	230	3181	From Dusk Till Dawn 	Rushmore 	The Little Ponderosa Zoo 	The Chronicles of Riddick 	Bad Words 
Saving Mr. Banks 	1428	2470	563	5009	1637	3049	I Am Wrath 	Minions 	Pink Narcissus 	Racing Stripes 	Out Cold 
Malcolm X 	1429	3651	1137	710	1226	2793	Videodrome 	Argo 	Meet the Fockers 	Get Him to the Greek 	Thinner 
This Is 40 	1430	1826	3368	2023	2788	4490	Formula 51 	50/50 	Think Like a Man Too 	My Boss's Daughter 	Monsoon Wedding 
Old Dogs 	1431	4916	4956	2859	3779	1293	An American Girl Holiday 	The Gallows 	Being John Malkovich 	The Machinist 	The Impossible 
Underworld: Rise of the Lycans 	1432	2822	3555	2174	3059	4770	Far from Heaven 	Bran Nue Dae 	12 Years a Slave 	The Visual Bible: The Gospel of John 	Enter Nowhere 
License to Wed 	1433	1687	167	4331	3349	581	Eight Legged Freaks 	Hulk 	Small Apartments 	The Wind That Shakes the Barley 	Signs 
The Benchwarmers 	1434	4530	3874	3513	2978	1207	Rocky 	Sexy Beast 	A Dog of Flanders 	Screwed 	Dumb and Dumber To 
Must Love Dogs 	1435	2496	2393	555	3872	2886	Smokin' Aces 	Big 	Hostage 	Falcon Rising 	Infamous 
Donnie Brasco 	1436	2093	1287	2259	3043	545	Underworld 	Torque 	The Kite Runner 	Corky Romano 	Munich 
Resident Evil 	1437	4113	1274	2136	717	2282	Creature             	Bless the Child 	Hardball 	GoldenEye 	Let Me In 
Poltergeist 	1438	1486	2284	1059	2236	3658	The Shipping News 	Be Kind Rewind 	Riding in Cars with Boys 	Shorts 	Trade of Innocents 
The Ladykillers 	1439	718	3638	3277	3329	3648	The General's Daughter 	Snow Flower and the Secret Fan 	Alien 	Star Wars: The Clone Wars             	A Shine of Rainbows 
Max Payne 	1440	483	2450	988	2119	951	Swordfish 	Labor Day 	On Deadly Ground 	Joyeux Noel 	Failure to Launch 
In Time 	1441	4548	2906	3038	3931	274	An Inconvenient Truth 	The Boy in the Striped Pajamas 	Dead Man Walking 	Samsara 	I, Robot 
The Back-up Plan 	1442	1325	4131	4082	4947	1853	Snowpiercer 	Open Road 	Before Midnight 	Your Sister's Sister 	Agent Cody Banks 2: Destination London 
Something Borrowed 	1443	2650	769	2147	849	782	Clash of the Titans 	Reign of Fire 	Tinker Tailor Soldier Spy 	Maid in Manhattan 	The Relic 
Hit the Floor             	1444	956	3542	4011	3010	4572	Moneyball 	Dazed and Confused 	D.E.B.S. 	Home 	Fiza 
Black Knight 	1445	50	4166	2047	446	3691	The Great Gatsby 	The Dress 	Howl's Moving Castle 	RED 2 	Grabbers 
The Bad News Bears 	1446	3773	4834	4771	4509	3162	Bottle Shock 	3 Backyards 	The King of Najayo 	Below Zero 	Drop Dead Gorgeous 
Street Fighter 	1447	1142	1524	719	3826	2061	The Juror 	A Few Good Men 	The Truman Show 	Lady in White 	The Adventurer: The Curse of the Midas Box 
The Pianist 	1448	954	4156	3221	1925	9	Garfield 	Friday the 13th Part VII: The New Blood 	Rosewater 	The Hours 	Harry Potter and the Half-Blood Prince 
From Hell 	1449	4217	3253	1556	67	3825	Alien Uprising 	Partition 	1941 	Up 	Take Shelter 
The Nativity Story 	1450	2081	625	4599	1303	3208	Ghost 	Blackhat 	The Specials 	Feardotcom 	Krrish 
House of Wax 	1451	2376	2705	2357	30	1145	The Book Thief 	Dark Blue 	Bad Teacher 	Skyfall 	Underworld: Evolution 
Closer 	1452	4287	2280	3698	974	3808	The Diary of a Teenage Girl 	Ghost Town 	10 Cloverfield Lane 	G.I. Jane 	Rudderless 
J. Edgar 	1453	2538	1276	1589	1750	1427	House of Sand and Fog 	The Island of Dr. Moreau 	Speed 	The Rugrats Movie 	Neighbors 2: Sorority Rising 
